ID Cliente;Zona;País;Tipo de producto;Canal de venta;Prioridad;Fecha pedido;ID Pedido;Fecha envío;Unidades; Precio Unitario ; Coste unitario ; Importe venta total ; Importe Coste total 
C3687;Europa;France;Cárnicos;Offline;Baja;17/03/2020;368751657;7/04/2020;664; 421,89 € ; 364,69 € ; 280.134,96 € ; 242.154,16 € 
C7770;África;The Gambia;Doméstico;Offline;Baja;4/03/2021;777065837;12/03/2021;9904; 668,27 € ; 502,54 € ; 6.618.546,08 € ; 4.977.156,16 € 
C2752;Australia y Oceanía;Samoa ;Snacks;Offline;Baja;19/12/2020;275231397;21/01/2021;5941; 152,58 € ; 97,44 € ; 906.477,78 € ; 578.891,04 € 
C8007;Europa;Serbia;Ropa;Offline;Media;15/10/2022;800797164;1/12/2022;2531; 109,28 € ; 35,84 € ; 276.587,68 € ; 90.711,04 € 
C3116;Centroamérica y Caribe;Saint Vincent and the Grenadines;Cosméticos;Online;Alta;25/08/2021;311624467;8/09/2021;5460; 437,20 € ; 263,33 € ; 2.387.112,00 € ; 1.437.781,80 € 
C4358;África;Syria;Bebida;Offline;Baja;11/02/2020;435887134;21/03/2020;7544; 47,45 € ; 31,79 € ; 357.962,80 € ; 239.823,76 € 
C6220;Australia y Oceanía;Australia;Verduras;Offline;Alta;22/02/2021;622071492;3/04/2021;3633; 154,06 € ; 90,93 € ; 559.699,98 € ; 330.348,69 € 
C3889;África;Cote d'Ivoire;Cosméticos;Offline;Media;20/12/2020;388976371;9/01/2021;5607; 437,20 € ; 263,33 € ; 2.451.380,40 € ; 1.476.491,31 € 
C6757;Centroamérica y Caribe;Dominican Republic;Cuidado personal;Online;Crítica;5/12/2021;675713098;23/01/2022;7376; 81,73 € ; 56,67 € ; 602.840,48 € ; 417.997,92 € 
C6917;África;Rwanda;Frutas;Online;Media;21/06/2022;691705501;24/07/2022;9884; 9,33 € ; 6,92 € ; 92.217,72 € ; 68.397,28 € 
C1666;África;Chad;Cosméticos;Online;Media;17/06/2021;166689908;29/07/2021;6103; 437,20 € ; 263,33 € ; 2.668.231,60 € ; 1.607.102,99 € 
C7007;África;Kenya;Doméstico;Offline;Alta;9/06/2022;700715148;14/07/2022;6039; 668,27 € ; 502,54 € ; 4.035.682,53 € ; 3.034.839,06 € 
C8141;Centroamérica y Caribe;Belize;Bebida;Online;Media;11/10/2020;814142549;14/11/2020;1727; 47,45 € ; 31,79 € ; 81.946,15 € ; 54.901,33 € 
C8976;Australia y Oceanía;Palau;Snacks;Offline;Crítica;6/04/2022;897645938;23/05/2022;2236; 152,58 € ; 97,44 € ; 341.168,88 € ; 217.875,84 € 
C9622;África;Equatorial Guinea;Material de oficina;Offline;Alta;21/08/2021;962211644;9/10/2021;8663; 651,21 € ; 524,96 € ; 5.641.432,23 € ; 4.547.728,48 € 
C1891;Asia;Kyrgyzstan;Doméstico;Offline;Baja;14/03/2021;189138495;14/03/2021;9139; 668,27 € ; 502,54 € ; 6.107.319,53 € ; 4.592.713,06 € 
C9800;Asia;Bangladesh;Frutas;Online;Baja;15/10/2020;980037820;10/11/2020;3824; 9,33 € ; 6,92 € ; 35.677,92 € ; 26.462,08 € 
C4068;Asia;Bhutan;Alimento infantil;Online;Alta;28/01/2022;406833446;9/03/2022;9912; 255,28 € ; 159,42 € ; 2.530.335,36 € ; 1.580.171,04 € 
C5617;Europa;Macedonia;Cárnicos;Offline;Baja;1/06/2021;561761701;18/06/2021;6626; 421,89 € ; 364,69 € ; 2.795.443,14 € ; 2.416.435,94 € 
C9073;Australia y Oceanía;Samoa ;Verduras;Offline;Crítica;18/09/2022;907371413;11/10/2022;220; 154,06 € ; 90,93 € ; 33.893,20 € ; 20.004,60 € 
C5265;Europa;Austria;Bebida;Online;Media;11/09/2021;526523911;16/10/2021;8981; 47,45 € ; 31,79 € ; 426.148,45 € ; 285.505,99 € 
C3723;Europa;Italy;Bebida;Online;Alta;24/08/2021;372393023;12/09/2021;8226; 47,45 € ; 31,79 € ; 390.323,70 € ; 261.504,54 € 
C1184;África;Bahrain;Material de oficina;Offline;Media;11/07/2020;118465077;16/07/2020;5304; 651,21 € ; 524,96 € ; 3.454.017,84 € ; 2.784.387,84 € 
C4085;Australia y Oceanía;Australia;Snacks;Offline;Crítica;26/12/2020;408538901;5/01/2021;4594; 152,58 € ; 97,44 € ; 700.952,52 € ; 447.639,36 € 
C6067;África;Nigeria;Cosméticos;Online;Baja;15/05/2020;606725823;31/05/2020;2509; 437,20 € ; 263,33 € ; 1.096.934,80 € ; 660.694,97 € 
C1474;Europa;Spain;Ropa;Offline;Crítica;13/09/2020;147449672;26/10/2020;2489; 109,28 € ; 35,84 € ; 271.997,92 € ; 89.205,76 € 
C7854;Europa;Hungary;Cárnicos;Online;Media;22/07/2021;785446774;11/08/2021;10; 421,89 € ; 364,69 € ; 4.218,90 € ; 3.646,90 € 
C7457;Europa;Bosnia and Herzegovina;Verduras;Offline;Baja;22/06/2021;745765960;14/07/2021;7575; 154,06 € ; 90,93 € ; 1.167.004,50 € ; 688.794,75 € 
C5737;Asia;South Korea;Cosméticos;Online;Crítica;5/04/2022;573768556;5/05/2022;9721; 437,20 € ; 263,33 € ; 4.250.021,20 € ; 2.559.830,93 € 
C8851;África;The Gambia;Snacks;Offline;Baja;2/11/2021;885128390;20/11/2021;8015; 152,58 € ; 97,44 € ; 1.222.928,70 € ; 780.981,60 € 
C1158;Europa;Norway;Bebida;Online;Baja;19/05/2021;115831792;9/06/2021;6056; 47,45 € ; 31,79 € ; 287.357,20 € ; 192.520,24 € 
C3721;Norteamérica;Mexico;Frutas;Offline;Media;16/01/2021;372177588;30/01/2021;4474; 9,33 € ; 6,92 € ; 41.742,42 € ; 30.960,08 € 
C6807;Europa;France;Cosméticos;Offline;Baja;20/05/2021;680777108;22/06/2021;5930; 437,20 € ; 263,33 € ; 2.592.596,00 € ; 1.561.546,90 € 
C1385;Centroamérica y Caribe;Belize;Frutas;Offline;Alta;3/12/2021;138554179;6/12/2021;115; 9,33 € ; 6,92 € ; 1.072,95 € ; 795,80 € 
C1627;África;Malawi;Bebida;Online;Alta;4/08/2022;162745130;19/08/2022;8755; 47,45 € ; 31,79 € ; 415.424,75 € ; 278.321,45 € 
C4408;Asia;India;Cuidado personal;Offline;Crítica;17/04/2022;440898787;1/06/2022;604; 81,73 € ; 56,67 € ; 49.364,92 € ; 34.228,68 € 
C2808;Asia;Tajikistan;Frutas;Online;Media;29/04/2020;280876481;31/05/2020;6447; 9,33 € ; 6,92 € ; 60.150,51 € ; 44.613,24 € 
C8608;Europa;Finland;Verduras;Online;Baja;9/09/2020;860852038;15/09/2020;4103; 154,06 € ; 90,93 € ; 632.108,18 € ; 373.085,79 € 
C2793;África;Rwanda;Ropa;Offline;Crítica;22/01/2022;279311788;1/02/2022;3420; 109,28 € ; 35,84 € ; 373.737,60 € ; 122.572,80 € 
